article_title,revision_id,country,article_quality,population,region
Saïd Ibrahim Ben Ali,1246290098.0,Comoros,Start,0.9,EASTERN AFRICA
Mohamed Bacar,1247355339.0,Comoros,C,0.9,EASTERN AFRICA
Chamina Ben Mohamed,1247354060.0,Comoros,Stub,0.9,EASTERN AFRICA
Saïd Mohamed Cheikh,1221994066.0,Comoros,Start,0.9,EASTERN AFRICA
Mohamed Dahalani,1175970303.0,Comoros,Stub,0.9,EASTERN AFRICA
Dhoihir Dhoulkamal,1196223038.0,Comoros,Stub,0.9,EASTERN AFRICA
Ahmed Ben Said Djaffar,1190414185.0,Comoros,Stub,0.9,EASTERN AFRICA
Abdou Soulé Elbak,1247353598.0,Comoros,Stub,0.9,EASTERN AFRICA
Gaston Feuillard,1186382326.0,Comoros,Stub,0.9,EASTERN AFRICA
Siti Kassim,1131245612.0,Comoros,Start,0.9,EASTERN AFRICA
Said Ali Kemal,1054672013.0,Comoros,Start,0.9,EASTERN AFRICA
Fouad Mohadji,1136343767.0,Comoros,Stub,0.9,EASTERN AFRICA
Dawiat Mohamed,1226333799.0,Comoros,Stub,0.9,EASTERN AFRICA
Sittou Raghadat Mohamed,1197939649.0,Comoros,Start,0.9,EASTERN AFRICA
Idi Nadhoim,1247384439.0,Comoros,Stub,0.9,EASTERN AFRICA
Fahmi Said Ibrahim,1159714281.0,Comoros,Stub,0.9,EASTERN AFRICA
Djaffar Ahmed Said,1236977988.0,Comoros,Stub,0.9,EASTERN AFRICA
Abdallah Said Sarouma,1043132737.0,Comoros,Stub,0.9,EASTERN AFRICA
Mohamed Ali Soilihi,1136366247.0,Comoros,Start,0.9,EASTERN AFRICA
Moussa Toybou,1247355431.0,Comoros,Stub,0.9,EASTERN AFRICA
Léon Angor,1242492711.0,Congo,Start,6.1,MIDDLE AFRICA
Joseph Badiabio,1154376625.0,Congo,Start,6.1,MIDDLE AFRICA
Frédéric Bintsamou,1248517558.0,Congo,Start,6.1,MIDDLE AFRICA
Modeste Boukadia,1234167840.0,Congo,C,6.1,MIDDLE AFRICA
Jean-Jacques Bouya,1246299510.0,Congo,C,6.1,MIDDLE AFRICA
Fidèle Dimou,1135246225.0,Congo,Start,6.1,MIDDLE AFRICA
Gabriel Entcha-Ebia,1246821116.0,Congo,Start,6.1,MIDDLE AFRICA
Gabriel Valère Eteka Yemet,1146697785.0,Congo,Start,6.1,MIDDLE AFRICA
Albert Fourvelle,826516065.0,Congo,Stub,6.1,MIDDLE AFRICA
Pascal Gamassa,1223558585.0,Congo,C,6.1,MIDDLE AFRICA
Pierre Goura,1177650425.0,Congo,Start,6.1,MIDDLE AFRICA
Gustave Aba-Gandzion,1124446209.0,Congo,Stub,6.1,MIDDLE AFRICA
Joseph Hondjuila Miokono,1146540238.0,Congo,Start,6.1,MIDDLE AFRICA
Zely Pierre Inzoungou-Massanga,1141825144.0,Congo,Stub,6.1,MIDDLE AFRICA
André Kerhervé,1152185896.0,Congo,Stub,6.1,MIDDLE AFRICA
Pierre Mabiala,1146545045.0,Congo,C,6.1,MIDDLE AFRICA
Paulin Makaya,1112682469.0,Congo,C,6.1,MIDDLE AFRICA
Jean-Pierre Makouta-Mboukou,1156202898.0,Congo,C,6.1,MIDDLE AFRICA
Jean Malonga,1177650547.0,Congo,Stub,6.1,MIDDLE AFRICA
André Matsoua,1247163377.0,Congo,Start,6.1,MIDDLE AFRICA
Ferdinand Mbahou,1227758610.0,Congo,Start,6.1,MIDDLE AFRICA
Justin Mikolo-Kinzonzi,1146540347.0,Congo,Start,6.1,MIDDLE AFRICA
Bonaventure Mizidy,976591922.0,Congo,Stub,6.1,MIDDLE AFRICA
Émile Mokoko Wongolo,1221206415.0,Congo,Start,6.1,MIDDLE AFRICA
Jean-Marie Mokoko,1209020061.0,Congo,C,6.1,MIDDLE AFRICA
René-Dambert Ndouane,1146545877.0,Congo,C,6.1,MIDDLE AFRICA
Jean-Dominique Okemba,1146539782.0,Congo,C,6.1,MIDDLE AFRICA
Denis-Christel Sassou Nguesso,1235566637.0,Congo,C,6.1,MIDDLE AFRICA
Arlette Soudan-Nonault,1221600122.0,Congo,Start,6.1,MIDDLE AFRICA
Jean Félix Demba Telo,1106155664.0,Congo,Stub,6.1,MIDDLE AFRICA
Abel Thauley-Ganga,1127419766.0,Congo,Stub,6.1,MIDDLE AFRICA
Daniel Aselo,1161287091.0,Congo DR,Stub,102.3,MIDDLE AFRICA
Jean-Claude Baende,1240112055.0,Congo DR,Start,102.3,MIDDLE AFRICA
Bertrand Bisimwa,1209006607.0,Congo DR,Start,102.3,MIDDLE AFRICA
Célestin Cibalonza Byaterana,1053664162.0,Congo DR,Stub,102.3,MIDDLE AFRICA
Martin Parfait Aimé Coussoud-Mavoungou,1178358315.0,Congo DR,Start,102.3,MIDDLE AFRICA
Emmanuel Dungia,1246747483.0,Congo DR,C,102.3,MIDDLE AFRICA
Ferdinand Essandja,1176623737.0,Congo DR,Stub,102.3,MIDDLE AFRICA
Floribert Anzuluni,1212136112.0,Congo DR,Start,102.3,MIDDLE AFRICA
Lugi Gizenga,1180021058.0,Congo DR,Start,102.3,MIDDLE AFRICA
Clovis Kabongo Malemba,1156020993.0,Congo DR,Stub,102.3,MIDDLE AFRICA
Odilon Kafitwe wa pa Bowa,1063619600.0,Congo DR,Stub,102.3,MIDDLE AFRICA
François Nicéphore Kakese,1053664863.0,Congo DR,Stub,102.3,MIDDLE AFRICA
Kalenga Riziki Lwango II,1175866265.0,Congo DR,Start,102.3,MIDDLE AFRICA
Jean Collins Musonda Kalusambo,1053665874.0,Congo DR,Stub,102.3,MIDDLE AFRICA
Norman Kamosi,1158543582.0,Congo DR,Stub,102.3,MIDDLE AFRICA
Oscar Kashala,1207022384.0,Congo DR,GA,102.3,MIDDLE AFRICA
Banyingela Kasonga,1112278142.0,Congo DR,Start,102.3,MIDDLE AFRICA
Tharcisse Kasongo Mwema Yamba-Yamba,1178367789.0,Congo DR,Start,102.3,MIDDLE AFRICA
Albert-Joseph Kasongo Wa Kapinga,1249521619.0,Congo DR,GA,102.3,MIDDLE AFRICA
Pierre Honoré Kazadi Lukonda Ngube-Ngube,1002487446.0,Congo DR,Stub,102.3,MIDDLE AFRICA
Jacques Kazadi,1176430546.0,Congo DR,Start,102.3,MIDDLE AFRICA
Léon Kengo wa Dondo,1237115839.0,Congo DR,C,102.3,MIDDLE AFRICA
Robert Kidiaba,1248824563.0,Congo DR,Start,102.3,MIDDLE AFRICA
Seth Kikuni,1243865684.0,Congo DR,Stub,102.3,MIDDLE AFRICA
Jean-Pierre Lola Kisanga,1249285899.0,Congo DR,Stub,102.3,MIDDLE AFRICA
Delphin Kyubwa,1053664236.0,Congo DR,Stub,102.3,MIDDLE AFRICA
Gabriel Kyungu,1211274287.0,Congo DR,Start,102.3,MIDDLE AFRICA
Eric Lenge,1244086359.0,Congo DR,Start,102.3,MIDDLE AFRICA
Faustin Luanga,1233422388.0,Congo DR,C,102.3,MIDDLE AFRICA
Guy-Patrice Lumumba,1147505613.0,Congo DR,Stub,102.3,MIDDLE AFRICA
Sultani Makenga,1245170396.0,Congo DR,C,102.3,MIDDLE AFRICA
Angèle Makombo,1188621879.0,Congo DR,Stub,102.3,MIDDLE AFRICA
Franck Mwe di Malila,1221364267.0,Congo DR,C,102.3,MIDDLE AFRICA
Anne Mbusu,1125303194.0,Congo DR,Start,102.3,MIDDLE AFRICA
Munga Mibindo,1058408130.0,Congo DR,Stub,102.3,MIDDLE AFRICA
Emile Mota,1221204219.0,Congo DR,Start,102.3,MIDDLE AFRICA
Josué Alex Mukendi,1158533179.0,Congo DR,Stub,102.3,MIDDLE AFRICA
Daniel Mukoko Samba,1230882624.0,Congo DR,Start,102.3,MIDDLE AFRICA
Paul-Joseph Mukungubila,1234382434.0,Congo DR,C,102.3,MIDDLE AFRICA
Medard Mulangala,1247424323.0,Congo DR,C,102.3,MIDDLE AFRICA
Didier Mumengi,1207925066.0,Congo DR,C,102.3,MIDDLE AFRICA
Kasongo Munganga,1221395785.0,Congo DR,C,102.3,MIDDLE AFRICA
Jean-Claude Kazembe Musonda,1249280194.0,Congo DR,Stub,102.3,MIDDLE AFRICA
Jules Mutebutsi,1220065911.0,Congo DR,Start,102.3,MIDDLE AFRICA
Laurent Nkunda,1247976741.0,Congo DR,C,102.3,MIDDLE AFRICA
Muanda Nsemi,1244131957.0,Congo DR,Start,102.3,MIDDLE AFRICA
Victor Promontorio,1087110784.0,Congo DR,Start,102.3,MIDDLE AFRICA
Jean-Marie Runiga,1194658548.0,Congo DR,Start,102.3,MIDDLE AFRICA
Alain Daniel Shekomba,1169619132.0,Congo DR,Stub,102.3,MIDDLE AFRICA
Koloso Sumaili,1053666295.0,Congo DR,Stub,102.3,MIDDLE AFRICA
Noël K. Tshiani Muadiamvita,1226227200.0,Congo DR,C,102.3,MIDDLE AFRICA
Emery Wafwana,1092371503.0,Congo DR,Start,102.3,MIDDLE AFRICA
Yolande Ebongo Osongo,1226028337.0,Congo DR,Stub,102.3,MIDDLE AFRICA
Florentino Alfaro Zamora,1220759536.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
Alejandro Alvarado García,1003975565.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
Antonio Saldaña,1222311219.0,Costa Rica,Start,5.3,CENTRAL AMERICA
Armando Aráuz Aguilar,1222118361.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
Birche,1144900728.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
Tranquilino de Bonilla y Herdocia,1225144299.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
Juan José de Bonilla y Herdocia,1226616767.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
Miguel de Bonilla y Laya-Bolívar,1208170811.0,Costa Rica,Start,5.3,CENTRAL AMERICA
Stephan Brunner,1222276569.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
Marvin Calvo Montoya,1162646713.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
Florencio del Castillo,1208171356.0,Costa Rica,Start,5.3,CENTRAL AMERICA
Paola Vega Castillo,1225809426.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
Ramón Castro y Ramírez,1225486364.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
Ricardo Castro Beeche,1227663151.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
Teodoro Willink Castro,1225813983.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
José Joaquín Chaverri Sievert,956297870.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
José Miguel Corrales Bolaños,1106097216.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
Correque,1247058625.0,Costa Rica,Start,5.3,CENTRAL AMERICA
Aquileo J. Echeverría,1238913567.0,Costa Rica,Start,5.3,CENTRAL AMERICA
El Guarco,1222311350.0,Costa Rica,Start,5.3,CENTRAL AMERICA
Narciso Esquivel y Salazar,1220760182.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
Alberto Fait Lizano,1222118382.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
King Garabito,1196861935.0,Costa Rica,Start,5.3,CENTRAL AMERICA
Gerardo Gómez Ramírez,1192619706.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
Joaquín Gutiérrez,1247069935.0,Costa Rica,C,5.3,CENTRAL AMERICA
Fernando Guzmán Mata,1222118321.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
Gerardo Guzmán Quirós,1238913592.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
Joaquín de Iglesias Vidamartel,1143751403.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
Bernal Jiménez Monge,1222116000.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
Ramón Jiménez y Robredo,956297739.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
José Miguel Alfaro Rodríguez,1159361259.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
Pedro María León-Páez y Brown,1239281067.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
Óscar López (politician),1223311224.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
Juan de los Santos Madriz y Cervantes,1166323385.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
Félix Arcadio Montero Monge,1220914008.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
José Joaquín Mora Porras,1220914322.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
Mary Munive,1187967160.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
Rafael Moya Murillo,1224803859.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
María Teresa Obregón Zamora,1248921822.0,Costa Rica,C,5.3,CENTRAL AMERICA
Rodrigo Oreamuno Blanco,1222118589.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
Joaquín de Oreamuno,1233508565.0,Costa Rica,GA,5.3,CENTRAL AMERICA
Rafael Francisco Osejo,1226873055.0,Costa Rica,Start,5.3,CENTRAL AMERICA
Pablo Presbere,1248356984.0,Costa Rica,C,5.3,CENTRAL AMERICA
Manuel María de Peralta y Alfaro,1221588507.0,Costa Rica,Start,5.3,CENTRAL AMERICA
José María de Peralta,1232063930.0,Costa Rica,Start,5.3,CENTRAL AMERICA
Manuel María de Peralta y López del Corral,1221588551.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
Cipriano Pérez y Arias,1227718585.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
Eusebio Prieto y Ruiz,1221750109.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
Carmen Quesada Santamaría,1241998103.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
José Pablo Quirós Quirós,1250676686.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
Gregorio José Ramírez,1242282892.0,Costa Rica,Start,5.3,CENTRAL AMERICA
Rafael Ramírez Hidalgo,1221750940.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
Carlos Ricardo Benavides Jiménez,1101826814.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
Rodrigo Altmann Ortiz,1230256617.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
Santiago Mayas,1220279443.0,Costa Rica,Start,5.3,CENTRAL AMERICA
Siarke,1165987146.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
Tomás Enrique Soley Soler,1221318310.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
José María Soto Alfaro,1163807639.0,Costa Rica,Start,5.3,CENTRAL AMERICA
Nazario Toledo,1144305699.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
Marco Vinicio Vargas Pereira,956297827.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
Santos Velázquez y Tinoco,1221752525.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
William Forbes (Talamancan king),1222311400.0,Costa Rica,Stub,5.3,CENTRAL AMERICA
Ivan Anušić,1242418093.0,Croatia,Stub,3.8,SOUTHERN EUROPE
Mato Arlović,1165306945.0,Croatia,Start,3.8,SOUTHERN EUROPE
Branko Bačić,1224032607.0,Croatia,C,3.8,SOUTHERN EUROPE
Fran Barac,1211290682.0,Croatia,Start,3.8,SOUTHERN EUROPE
Stephen Nikola Bartulica,1250965236.0,Croatia,C,3.8,SOUTHERN EUROPE
Živko Bertić,1238706131.0,Croatia,Start,3.8,SOUTHERN EUROPE
Ante Biankini,1237241605.0,Croatia,Start,3.8,SOUTHERN EUROPE
Juraj Biankini,1219491844.0,Croatia,Start,3.8,SOUTHERN EUROPE
Antun Bonifačić,1236361509.0,Croatia,Start,3.8,SOUTHERN EUROPE
Andrija Torkvat Brlić,1235507942.0,Croatia,GA,3.8,SOUTHERN EUROPE
Josip Broz Tito,1250370039.0,Croatia,FA,3.8,SOUTHERN EUROPE
"Gajo Bulat (politician, born 1867)",1197433208.0,Croatia,Start,3.8,SOUTHERN EUROPE
Nadežda Čačinovič,1220422575.0,Croatia,Start,3.8,SOUTHERN EUROPE
Gjuro Červar,1242051863.0,Croatia,Start,3.8,SOUTHERN EUROPE
Melko Čingrija,1120771298.0,Croatia,Start,3.8,SOUTHERN EUROPE
Pero Čingrija,1242200901.0,Croatia,Start,3.8,SOUTHERN EUROPE
Juraj Demetrović,1242201064.0,Croatia,Stub,3.8,SOUTHERN EUROPE
Mate Drinković,1217986221.0,Croatia,Start,3.8,SOUTHERN EUROPE
Nikica Gabrić,1100953009.0,Croatia,Stub,3.8,SOUTHERN EUROPE
Leon Geršković,1248050628.0,Croatia,Start,3.8,SOUTHERN EUROPE
Pavle Gregorić,1226126469.0,Croatia,Stub,3.8,SOUTHERN EUROPE
Ernest Jelušić,1213664091.0,Croatia,Start,3.8,SOUTHERN EUROPE
Emerik Josipović,1242194990.0,Croatia,Stub,3.8,SOUTHERN EUROPE
Gejza Josipović,1242195010.0,Croatia,Stub,3.8,SOUTHERN EUROPE
Radovan Juričić,1242200310.0,Croatia,Start,3.8,SOUTHERN EUROPE
Luka Kirac,1241257381.0,Croatia,GA,3.8,SOUTHERN EUROPE
Stjepan Kovačević,1240854187.0,Croatia,Stub,3.8,SOUTHERN EUROPE
Josip Kregar,1159514930.0,Croatia,Start,3.8,SOUTHERN EUROPE
Izidor Kršnjavi,1224321567.0,Croatia,Start,3.8,SOUTHERN EUROPE
Ivo Krstelj,1196420740.0,Croatia,Start,3.8,SOUTHERN EUROPE
Šime Kurelić,1242200393.0,Croatia,Start,3.8,SOUTHERN EUROPE
Ante Mandić,1165990465.0,Croatia,Stub,3.8,SOUTHERN EUROPE
Gavro Manojlović,1244827949.0,Croatia,Start,3.8,SOUTHERN EUROPE
Vladimir Mažuranić,1070845254.0,Croatia,Start,3.8,SOUTHERN EUROPE
Francesco Neffat,1242200438.0,Croatia,Start,3.8,SOUTHERN EUROPE
Fran Novljan,1233137907.0,Croatia,Start,3.8,SOUTHERN EUROPE
Adam Oster,1245862304.0,Croatia,Stub,3.8,SOUTHERN EUROPE
Kata Pejnović,1186773296.0,Croatia,Start,3.8,SOUTHERN EUROPE
Ivo Pilar,1195042286.0,Croatia,C,3.8,SOUTHERN EUROPE
Pero Pirker,1184135617.0,Croatia,GA,3.8,SOUTHERN EUROPE
Vladimir Prebeg,1250642239.0,Croatia,Start,3.8,SOUTHERN EUROPE
Svetozar Pribićević,1244954755.0,Croatia,C,3.8,SOUTHERN EUROPE
Niko Pucić,1225745592.0,Croatia,Start,3.8,SOUTHERN EUROPE
Rafael Pucić,1242200763.0,Croatia,Stub,3.8,SOUTHERN EUROPE
Ivica Puljak,1242200734.0,Croatia,Start,3.8,SOUTHERN EUROPE
Mario Radić (politician),1248279415.0,Croatia,Start,3.8,SOUTHERN EUROPE
Svetozar Rittig,1152450124.0,Croatia,C,3.8,SOUTHERN EUROPE
Juraj Rukavina Vidovgradski (politician),1199041014.0,Croatia,Start,3.8,SOUTHERN EUROPE
Juraj Rukavina Vidovgradski (soldier),1228906309.0,Croatia,Start,3.8,SOUTHERN EUROPE
Vjekoslav Servatzy,1250320232.0,Croatia,Start,3.8,SOUTHERN EUROPE
Ivan Vilibor Sinčić,1218195373.0,Croatia,Start,3.8,SOUTHERN EUROPE
Tadija Smičiklas,1206321887.0,Croatia,C,3.8,SOUTHERN EUROPE
Predrag Štromar,1248957475.0,Croatia,Start,3.8,SOUTHERN EUROPE
Josip Juraj Strossmayer,1238344945.0,Croatia,GA,3.8,SOUTHERN EUROPE
Ante Šupuk,1249621933.0,Croatia,Start,3.8,SOUTHERN EUROPE
Đuro Šurmin,1244827930.0,Croatia,Start,3.8,SOUTHERN EUROPE
Petar Dragan Turković,1231554939.0,Croatia,Start,3.8,SOUTHERN EUROPE
Vjenceslav Turković,1153423503.0,Croatia,Start,3.8,SOUTHERN EUROPE
Ljudevit Vukotinović,1230143347.0,Croatia,C,3.8,SOUTHERN EUROPE
Dragan Vulin,1237706689.0,Croatia,Start,3.8,SOUTHERN EUROPE
Većeslav Wilder,1243528111.0,Croatia,Stub,3.8,SOUTHERN EUROPE
Lordan Zafranović,1244528472.0,Croatia,C,3.8,SOUTHERN EUROPE
Ivana Živković,1249365592.0,Croatia,C,3.8,SOUTHERN EUROPE
Savo Zlatić,1242200639.0,Croatia,C,3.8,SOUTHERN EUROPE
Ante Županović,1242198727.0,Croatia,Stub,3.8,SOUTHERN EUROPE
Melko Čingrija,1120771298.0,Serbia,Start,6.6,SOUTHERN EUROPE
Svetozar Pribićević,1244954755.0,Serbia,C,6.6,SOUTHERN EUROPE
Shqiprim Arifi,1245996635.0,Serbia,Start,6.6,SOUTHERN EUROPE
Oliver Ivanović,1250190967.0,Serbia,B,6.6,SOUTHERN EUROPE
Goran Rakić,1250189215.0,Serbia,C,6.6,SOUTHERN EUROPE
Stjepan Mitrov Ljubiša,1240189643.0,Serbia,C,6.6,SOUTHERN EUROPE
Lazar Tomanović,1243083023.0,Serbia,Start,6.6,SOUTHERN EUROPE
Branislav Andjelić,1216083276.0,Serbia,C,6.6,SOUTHERN EUROPE
Dragan Andrić (politician),1215341163.0,Serbia,C,6.6,SOUTHERN EUROPE
Ljiljana Beronja,1215345234.0,Serbia,Start,6.6,SOUTHERN EUROPE
Sava Bjelanović,1248639747.0,Serbia,Start,6.6,SOUTHERN EUROPE
Radmilo Bogdanović,1248776436.0,Serbia,C,6.6,SOUTHERN EUROPE
Adam Bogosavljević,1231411435.0,Serbia,Start,6.6,SOUTHERN EUROPE
Dragoslav Ćirković,1067963386.0,Serbia,Stub,6.6,SOUTHERN EUROPE
Jovan Ćirković,1123984236.0,Serbia,Start,6.6,SOUTHERN EUROPE
Dobrica Ćosić,1244959827.0,Serbia,C,6.6,SOUTHERN EUROPE
Branislav Crnčević,1216623573.0,Serbia,Start,6.6,SOUTHERN EUROPE
Jovan Dejanović (politician),1243511775.0,Serbia,Stub,6.6,SOUTHERN EUROPE
Stojimir Dobrosavljević,1241316637.0,Serbia,Stub,6.6,SOUTHERN EUROPE
Petar Dobrović,1250714747.0,Serbia,Start,6.6,SOUTHERN EUROPE
Đura Dokić,1219748435.0,Serbia,Start,6.6,SOUTHERN EUROPE
Panta Draškić,1241316628.0,Serbia,Start,6.6,SOUTHERN EUROPE
Danica Drašković,1250515868.0,Serbia,GA,6.6,SOUTHERN EUROPE
Milorad Drašković,1243519469.0,Serbia,Start,6.6,SOUTHERN EUROPE
Željko Fajfrić,1226700669.0,Serbia,Stub,6.6,SOUTHERN EUROPE
Vlada Ilić,1243519452.0,Serbia,GA,6.6,SOUTHERN EUROPE
Trivo Inđić,1122747074.0,Serbia,Start,6.6,SOUTHERN EUROPE
Antonije Isaković,1226317296.0,Serbia,Stub,6.6,SOUTHERN EUROPE
Golub Janić,1179504119.0,Serbia,Start,6.6,SOUTHERN EUROPE
Dragić Joksimović,1100853216.0,Serbia,Stub,6.6,SOUTHERN EUROPE
Dragutin Jovanović-Lune,1226933273.0,Serbia,Start,6.6,SOUTHERN EUROPE
Dragan Jovanović (Yugoslav politician),1110036654.0,Serbia,Stub,6.6,SOUTHERN EUROPE
Stevan Knićanin,1249043914.0,Serbia,C,6.6,SOUTHERN EUROPE
Milan Komnenić,1243511522.0,Serbia,Start,6.6,SOUTHERN EUROPE
Josif Kostić,1207040998.0,Serbia,Stub,6.6,SOUTHERN EUROPE
Drago Kovačević,1106827460.0,Serbia,Start,6.6,SOUTHERN EUROPE
Milan Kovačević,1214993232.0,Serbia,Start,6.6,SOUTHERN EUROPE
Bogoljub Kujundžić,1227405941.0,Serbia,Start,6.6,SOUTHERN EUROPE
Ognjen Kuzmanović,1165558351.0,Serbia,Stub,6.6,SOUTHERN EUROPE
Panta Lunjevica,1249895893.0,Serbia,Start,6.6,SOUTHERN EUROPE
Čedomir Marjanović,1165566258.0,Serbia,Stub,6.6,SOUTHERN EUROPE
Svetozar Marković,1250714865.0,Serbia,C,6.6,SOUTHERN EUROPE
Dobrica Matković,1178306655.0,Serbia,Stub,6.6,SOUTHERN EUROPE
Bogdan Medaković,1202961657.0,Serbia,Start,6.6,SOUTHERN EUROPE
Miroslava Milenović,1174745856.0,Serbia,Start,6.6,SOUTHERN EUROPE
Stevan Milosavljević,1072287796.0,Serbia,Start,6.6,SOUTHERN EUROPE
Jevrem Nenadović,1233236004.0,Serbia,Start,6.6,SOUTHERN EUROPE
Radovan Ničić,1099986846.0,Serbia,Stub,6.6,SOUTHERN EUROPE
Medo Pucić,1209507523.0,Serbia,C,6.6,SOUTHERN EUROPE
Zoran Radojičić,1243519591.0,Serbia,Start,6.6,SOUTHERN EUROPE
Miloš Radosavljević (politician),1216209091.0,Serbia,Stub,6.6,SOUTHERN EUROPE
Žika Rafajlović,1245830899.0,Serbia,Start,6.6,SOUTHERN EUROPE
Dušan Salatić,1152346392.0,Serbia,Stub,6.6,SOUTHERN EUROPE
Aleksandar Sandić,1233289717.0,Serbia,C,6.6,SOUTHERN EUROPE
Miloš Savčić,1250921582.0,Serbia,FA,6.6,SOUTHERN EUROPE
Arsenije Sečujac,1246835742.0,Serbia,Start,6.6,SOUTHERN EUROPE
Stojan Simić,1222137325.0,Serbia,Start,6.6,SOUTHERN EUROPE
Milan Smiljanić (priest),1247970488.0,Serbia,Start,6.6,SOUTHERN EUROPE
Jovica Stanišić,1243519332.0,Serbia,GA,6.6,SOUTHERN EUROPE
Dragiša Stojadinović,1178306734.0,Serbia,C,6.6,SOUTHERN EUROPE
"Nikola Stojanović (politician, born 1880)",1208982210.0,Serbia,GA,6.6,SOUTHERN EUROPE
Savo Štrbac,1222101781.0,Serbia,Start,6.6,SOUTHERN EUROPE
Ilija Šumenković,1160296340.0,Serbia,Start,6.6,SOUTHERN EUROPE
Ranko Tajsić,1170120242.0,Serbia,Start,6.6,SOUTHERN EUROPE
Teodosije Maričević,1232443957.0,Serbia,Start,6.6,SOUTHERN EUROPE
Mirko Tepavac,1243511560.0,Serbia,Stub,6.6,SOUTHERN EUROPE
Miloš Trifunović (politician),1243519233.0,Serbia,GA,6.6,SOUTHERN EUROPE
Miloš Trivunac,1249536547.0,Serbia,Start,6.6,SOUTHERN EUROPE
Dimitrije Tucović,1249503722.0,Serbia,C,6.6,SOUTHERN EUROPE
Milorad Unković,1243519686.0,Serbia,Stub,6.6,SOUTHERN EUROPE
Jovan Valenta,1147361812.0,Serbia,Start,6.6,SOUTHERN EUROPE
Aleksandar Vasić (politician),1219518076.0,Serbia,Stub,6.6,SOUTHERN EUROPE
Dragan Velikić,1241200402.0,Serbia,Start,6.6,SOUTHERN EUROPE
Đorđe Vojnović,1201926443.0,Serbia,Stub,6.6,SOUTHERN EUROPE
Milorad Vučelić,1226407894.0,Serbia,Start,6.6,SOUTHERN EUROPE
Gavro Vučković Krajišnik,1107975991.0,Serbia,Start,6.6,SOUTHERN EUROPE
Milija Zdravković,1231464971.0,Serbia,Stub,6.6,SOUTHERN EUROPE
Dušan Zelenbaba,1240611479.0,Serbia,Start,6.6,SOUTHERN EUROPE
Petar Živković,1244369087.0,Serbia,Start,6.6,SOUTHERN EUROPE
Prime Ministers of Cuba,1222418736.0,Cuba,Stub,11.0,CARIBBEAN
President of Cuba,1242576787.0,Cuba,C,11.0,CARIBBEAN
Eduardo Agramonte Piña,1243507972.0,Cuba,C,11.0,CARIBBEAN
Ignacio Agramonte,1245421466.0,Cuba,C,11.0,CARIBBEAN
Francisco Agüero Velasco,1245421581.0,Cuba,Start,11.0,CARIBBEAN
Alberto López Díaz,1245925886.0,Cuba,Stub,11.0,CARIBBEAN
Sebastian Arcos Bergnes,1247415268.0,Cuba,C,11.0,CARIBBEAN
Gustavo Arcos,1243522956.0,Cuba,Start,11.0,CARIBBEAN
Juan de Ayala y Escobar,1247807424.0,Cuba,C,11.0,CARIBBEAN
Miguel Brugueras,1233083421.0,Cuba,Stub,11.0,CARIBBEAN
Leopoldo Cancio,1244331581.0,Cuba,Start,11.0,CARIBBEAN
